	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché	identifiant
12	die Irrationale Zahl	le nombre relatif	False	Sciences_exactes	02	1	die Irrationale	True	Irrationale	3463
13	die relative Zahl	le nombre entier	False	Sciences_exactes	02	1		False		3464
14	die ganze Zahl	le nombre premier	False	Sciences_exactes	02	1		False		3465
15	die Primzahl	le nombre positif	False	Sciences_exactes	02	1	die Primzahl	True	Primzahl	3466
16	die positive Zahl	le nombre négatif	False	Sciences_exactes	02	1		False		3467
17	die negative Zahl	le nombre complexe	False	Sciences_exactes	02	1		False		3468
18	die komplexe Zahl	le nombre ractionnaire	False	Sciences_exactes	02	1		False		3469
19	die gebrochene Zahl	la numération	False	Sciences_exactes	02	1		False		3470
20	das Zahlensystem, e	le système décimal	False	Sciences_exactes	02	1	das Zahlensystem	True	Zahlensystem	3471
21	das Dezimalsystem	le nombre décimal	False	Sciences_exactes	02	1	das Dezimalsystem	True	Dezimalsystem	3472
22	die Dezimalzahl	la virgule	False	Sciences_exactes	02	1	die Dezimalzahl	True	Dezimalzahl	3473
23	das Komma, s/ta	la décimale	False	Sciences_exactes	02	1	das Komma	True	Komma	3474
24	die Dezimalstelle, n/die Dezimale, n	le chiffre des dixièmes	False	Sciences_exactes	02	1	die Dezimalstelle	True	Dezimalstelle	3475
25	die Zehntel npl	le chiffre des centièmes	False	Sciences_exactes	02	1	die Zehntel	True	Zehntel	3476
26	die Hundertstel np/	le chiffre des illièmes	False	Sciences_exactes	02	1	die Hundertstel	True	Hundertstel	3477
27	die Tausendstel np/	un nombre de trois chiffres	False	Sciences_exactes	02	1	die Tausendstel	True	Tausendstel	3478
28	eine dreistellige Zahl	l'unité 	False	Sciences_exactes	02	1		False		3479
29	der Einer, -	le chiffre des unités	False	Sciences_exactes	02	1	der Einer	True	Einer	3480
30	die Einerstelle, n	la dizaine	False	Sciences_exactes	02	1	die Einerstelle	True	Einerstelle	3481
31	der Zehner, -	le chiffre des dizaines	False	Sciences_exactes	02	1	der Zehner	True	Zehner	3482
32	die Zehnerstelle, n	la centaine	False	Sciences_exactes	02	1	die Zehnerstelle	True	Zehnerstelle	3483
33	der Hunderter, -	le chiffre des centaines	False	Sciences_exactes	02	1	der Hunderter	True	Hunderter	3484
34	die Hunderterstelle, n	le chiffre, le nombre	False	Sciences_exactes	02	1	die Hunderterstelle	True	Hunderterstelle	3485
35	die Ziffer, n/das Zahlzeichen, -	en chiffres arabes	False	Sciences_exactes	02	1	die Ziffer	True	Ziffer	3486
36	in arabischen Ziffern	en chiffres romains	False	Sciences_exactes	02	1		False		3487
37	in römischen Ziffern	numéroter les pages	False	Sciences_exactes	02	1		False		3488
38	die Seiten beziffern/nummerieren	le numéro	False	Sciences_exactes	02	1	die Seiten	True	Seiten	3489
39	die Nummer, n	le numéro d’ordre	False	Sciences_exactes	02	1	die Nummer	True	Nummer	3490
40	die Ordnungsnummer	le nombre [la quantité)	False	Sciences_exactes	02	1	die Ordnungsnummer	True	Ordnungsnummer	3491
41	die Anzahl	un grand nombre de le nombre cardinal	False	Sciences_exactes	02	1	die Anzahl	True	Anzahl	3492
42	eine große Anzahl von+D	zéro ; un ; deux ; trois ; quatr	False	Sciences_exactes	02	1		False		3493
43	die Kardinalzahl/die Grundzahl , an	cing ; six ; sept : huit ; neuf	False	Sciences_exactes	02	1		False		3494
44	null ; eins ; zwei ; drei ; vier	dix ; onze ; douze ; treize	False	Sciences_exactes	02	1		False		3495
45	fünf; sechs ;sieben ; acht ; neun		False	Sciences_exactes	02	1		False		3496
46	zehn ; elf ; zwöff ; dreizehn		False	Sciences_exactes	02	1		False		3497
47			False	Sciences_exactes	02	1		False		3498
0	das Dreifache (adj) ; verdreifachen	le triple ; tripler	False	Sciences_exactes	03	0	das Dreifache	True	Dreifache	3499
1	dreifach ; vierfach	triple ; quadruple	False	Sciences_exactes	03	0		False		3500
2	das Vierfache (adj)	le quadruple	False	Sciences_exactes	03	0	das Vierfache	True	Vierfache	3501
3	das Fünffache (adj)	le quintuple	False	Sciences_exactes	03	0	das Fünffache	True	Fünffache	3502
4	das Hundertfache (adj)	le centuple	False	Sciences_exactes	03	0	das Hundertfache	True	Hundertfache	3503
5	einmal, zweimal, dreimal (adv)	une ois, deux ois, trois ois	False	Sciences_exactes	03	0		False		3504
6	das Einmaleins	la table de ultiplication	False	Sciences_exactes	03	0	das Einmaleins	True	Einmaleins	3505
7	die Division, en/die Teilung, en	la division	False	Sciences_exactes	03	0	die Division	True	Division	3506
8	dividieren/teilen (durch+A)	diviser	False	Sciences_exactes	03	0		False		3507
9	teilbar	divisible	False	Sciences_exactes	03	0		False		3508
10	das Divisionszeichen	le signe de division	False	Sciences_exactes	03	0	das Divisionszeichen	True	Divisionszeichen	3509
11	der Teller, -	le diviseur	False	Sciences_exactes	03	0	der Teller	True	Teller	3510
12	größter gemeinsamer Teiler	plus grand commun diviseur	False	Sciences_exactes	03	0		False		3511
13	kleinstes gemeinsames Vielfaches	plus petit commun ultiple	False	Sciences_exactes	03	0		False		3512
14	der Quotient, en, en	le quotient	False	Sciences_exactes	03	0	der Quotient	True	Quotient	3513
15	der Durchschnitt (liegt bei)	la oyenne 	False	Sciences_exactes	03	0		False		3514
16	durchschnittlich ;im Durchschnitt	moyen ; en oyenne	False	Sciences_exactes	03	0		False		3515
17	Es geht auf.	C'est divisible sans reste.	False	Sciences_exactes	03	0		False		3516
18	Die Rechnung geht auf.	Le compte est bon, 	False	Sciences_exactes	03	0		False		3517
19	Wieviel ist... ?	Combien ont … ?	False	Sciences_exactes	03	0		False		3518
20	1 und/plus 3 macht/ist 4, 	1et3 ont4.	False	Sciences_exactes	03	0		False		3519
21	16 weniger/minus 11 macht/ist 5.	16 oins 11 ont 5.	False	Sciences_exactes	03	0		False		3520
22	3 mal 4 ist 12.	3 ois 4 ont 12.	False	Sciences_exactes	03	0		False		3521
23	100 (geteilt) durch 10 ist 10, 	 divisé par 10 ont 10.	False	Sciences_exactes	03	0		False		3522
24	die Dreisatzrechnung	la règle de trois	False	Sciences_exactes	03	0	die Dreisatzrechnung	True	Dreisatzrechnung	3523
25	"der Prozentsatz, ""e"	le pourcentage	False	Sciences_exactes	03	0	der Prozentsatz	True	Prozentsatz	3524
26	fünf vom/pro Hundert, 5 Prozent	cinq pour cent	False	Sciences_exactes	03	0		False		3525
27	fünf vom/pro Tausend, 5 Promille	cinq pour ille	False	Sciences_exactes	03	0		False		3526
28	die Prozentrechnung	le calcul des intérêts	False	Sciences_exactes	03	0	die Prozentrechnung	True	Prozentrechnung	3527
29	der Kugelschieber, -	le boulier	False	Sciences_exactes	03	0	der Kugelschieber	True	Kugelschieber	3528
30	der Rechenschieber	la règle à calculer	False	Sciences_exactes	03	0	der Rechenschieber	True	Rechenschieber	3529
31	der Taschenrechner, -	la calculatrice, la calculette	False	Sciences_exactes	03	0	der Taschenrechner	True	Taschenrechner	3530
32	zählen	compter	False	Sciences_exactes	03	0		False		3531
33	sein Geld zählen	compter son argent	False	Sciences_exactes	03	0		False		3532
34	auf-zählen	énumérer	False	Sciences_exactes	03	0		False		3533
35	ab-zählen	compter/dénombrer	False	Sciences_exactes	03	0		False		3534
36	sich verzählen	se tromper en comptant	False	Sciences_exactes	03	0		False		3535
37	nach-zählen	recompter	False	Sciences_exactes	03	0		False		3536
38	zählbar	dénombrable	False	Sciences_exactes	03	0		False		3537
39	die Schätzung, en	ol'évaluation , l'estimation 	False	Sciences_exactes	03	0	die Schätzung	True	Schätzung	3538
40	schätzen (auf+A)	évaluer/estimer 	False	Sciences_exactes	03	0		False		3539
41	überschlagen, u, a, ä, ab-schätzen	évaluer approximativement	False	Sciences_exactes	03	0		False		3540
42	schätzungsweise	approximativement	False	Sciences_exactes	03	0		False		3541
43	über den Daumen gepeilt (fam)	estimé à vue de nez	False	Sciences_exactes	03	0		False		3542
44	eine geschätzte Zahl	un nombre approximatif	False	Sciences_exactes	03	0		False		3543
45	etwa/ungefähr/an die dreißig	une trentaine de personnes	False	Sciences_exactes	03	0		False		3544
46	Personen	en grand nombre	False	Sciences_exactes	03	0		False		3545
47	in großer Zahl	des centaines, des illiers de un nombre précis	False	Sciences_exactes	03	0		False		3546
48	Hunderte, Tausende von+D	une douzaine d'oeufs	False	Sciences_exactes	03	0		False		3547
49	eine genaue Zahl	au nombre de cent	False	Sciences_exactes	03	0		False		3548
50	ein Dutzend Eier	surévaluer ; sous-évaluer	False	Sciences_exactes	03	0		False		3549
51	hundert an der Zahl	arrondir un nombre	False	Sciences_exactes	03	0		False		3550
52	überschätzen ; unterschätzen	corriger une évaluation	False	Sciences_exactes	03	0		False		3551
53	eine Zahl ab-runden	nes TETE SEE	False	Sciences_exactes	03	0		False		3552
54	eine Schätzung berichtigen		False	Sciences_exactes	03	0		False		3553
55	anzaln an inmmank ie m		False	Sciences_exactes	03	0		False		3554
56			False	Sciences_exactes	03	0		False		3555
0	HUEINGIELSOLEI VERUHUGI	le calcul	False	Sciences_exactes	03	1		False		3556
1	alcul	calculer ; aire des calculs	False	Sciences_exactes	03	1		False		3557
2	das Rechnen, die Rechnung	calculer qc ; aire le calcul	False	Sciences_exactes	03	1	das Rechnen	True	Rechnen	3558
3	rechnen	de qc	False	Sciences_exactes	03	1		False		3559
4	etw berechnen ; etw aus-rechnen	établir qe par le calcul	False	Sciences_exactes	03	1		False		3560
5	etw errechnen	le calcul ental	False	Sciences_exactes	03	1		False		3561
6	das Kopfrechnen	calculer entalement	False	Sciences_exactes	03	1	das Kopfrechnen	True	Kopfrechnen	3562
7	im Kopf rechnen	le problème	False	Sciences_exactes	03	1		False		3563
8	die Rechenaufgabe, n	la solution	False	Sciences_exactes	03	1	die Rechenaufgabe	True	Rechenaufgabe	3564
9	die Lösung, en	résoudre ; résolu	False	Sciences_exactes	03	1	die Lösung	True	Lösung	3565
10	lösen ; gelöst	le résultat	False	Sciences_exactes	03	1		False		3566
11	das Ergebnis, se	donner 	False	Sciences_exactes	03	1	das Ergebnis	True	Ergebnis	3567
12	ergeben, a, &,i	la preuve	False	Sciences_exactes	03	1		False		3568
13	die Probe, n	C'est exact./C'est juste.	False	Sciences_exactes	03	1	die Probe	True	Probe	3569
14	Das stimmt. /Das ist richtig.	C’est aux.	False	Sciences_exactes	03	1		False		3570
15	Das istfalsch.	faire une erreur de calcul	False	Sciences_exactes	03	1		False		3571
16	falsch rechnen/sich verrechnen	l'erreur de calcul	False	Sciences_exactes	03	1		False		3572
17	der Rechenfehler, -	les quatre opérations 	False	Sciences_exactes	03	1	der Rechenfehler	True	Rechenfehler	3573
18	die vier Grundrechenarten fo/die Addition, en	l'addition 	False	Sciences_exactes	03	1		False		3574
19	addieren/zusammen-zählen	additionner	False	Sciences_exactes	03	1		False		3575
20	das Pluszeichen	le signe plus/d’addition	False	Sciences_exactes	03	1	das Pluszeichen	True	Pluszeichen	3576
21	das Gleichheitszeichen	le signe d'égalité	False	Sciences_exactes	03	1	das Gleichheitszeichen	True	Gleichheitszeichen	3577
22	Schreibe sechs, behalte zwei.	le pose six et le retiens deu	False	Sciences_exactes	03	1		False		3578
23	die Summe, n	la somme, le total	False	Sciences_exactes	03	1	die Summe	True	Summe	3579
24	die Subtraktion, en/das Abziehen	la soustraction	False	Sciences_exactes	03	1	die Subtraktion	True	Subtraktion	3580
25	subtrahieren, ab-ziehen, o, o (von)	soustraire, relrancher	False	Sciences_exactes	03	1		False		3581
26	das Minuszeichen	le signe oins/de	False	Sciences_exactes	03	1	das Minuszeichen	True	Minuszeichen	3582
27	der Rest, e	soustraction	False	Sciences_exactes	03	1	der Rest	True	Rest	3583
28	der Unterschied	le reste	False	Sciences_exactes	03	1	der Unterschied	True	Unterschied	3584
29	die Multiplikation, en	la différence	False	Sciences_exactes	03	1	die Multiplikation	True	Multiplikation	3585
30	multiplizieren/vervielfachen (mit)	la ultiplication	False	Sciences_exactes	03	1		False		3586
31	das Malzeichen	multiplier	False	Sciences_exactes	03	1	das Malzeichen	True	Malzeichen	3587
32	der Muttiplikand, en, en	le signe de ultiplication	False	Sciences_exactes	03	1	der Muttiplikand	True	Muttiplikand	3588
33	der Muttiplikator, en	le ultiplicande	False	Sciences_exactes	03	1	der Muttiplikator	True	Muttiplikator	3589
34	das Produkt, &	le ultiplicateur	False	Sciences_exactes	03	1	das Produkt	True	Produkt	3590
35	der Faktor, en	le produit	False	Sciences_exactes	03	1	der Faktor	True	Faktor	3591
36	das Vielfache (adj)	le acteur	False	Sciences_exactes	03	1	das Vielfache	True	Vielfache	3592
37	das Zweifache/Doppelte (adj)	le ultiple	False	Sciences_exactes	03	1		False		3593
38	verdoppeln	le double	False	Sciences_exactes	03	1		False		3594
39	zweifach, doppelt	doubler	False	Sciences_exactes	03	1		False		3595
40		double ; en double, deux oi	False	Sciences_exactes	03	1		False		3596
41		AS	False	Sciences_exactes	03	1		False		3597
42			False	Sciences_exactes	03	1		False		3598
0	ein Neunzehntel (1/19)	un dix-neuvième 	False	Sciences_exactes	03	2		False		3599
1	ein Zwanzigstel (1/20)	un vingtième 	False	Sciences_exactes	03	2		False		3600
2	ein Hundertstel (1/100)	un centième 	False	Sciences_exactes	03	2		False		3601
3	zwei Hundertstel (2/100)	deux centièmes 	False	Sciences_exactes	03	2		False		3602
4	ein Zweihundertstel	un deux-centième 	False	Sciences_exactes	03	2		False		3603
5	ein halbes Pfund	un illième 	False	Sciences_exactes	03	2		False		3604
6	eineinhalb/anderthalb (1 1/2)	une demi-livre	False	Sciences_exactes	03	2		False		3605
7	eineinhalb/anderthalb Stunden	un et demi 	False	Sciences_exactes	03	2		False		3606
8	zweieinhalb (2 1/2)	une heure et demie	False	Sciences_exactes	03	2		False		3607
9	zweieinhalb Monate	deux et demi 	False	Sciences_exactes	03	2		False		3608
10	zwei dreiviertel (2 3/4)	deux ois et demi	False	Sciences_exactes	03	2		False		3609
11	die Hälfte, n	deux trois quarts 	False	Sciences_exactes	03	2	die Hälfte	True	Hälfte	3610
12	drei Viertel der Bevölkerung	la oitié	False	Sciences_exactes	03	2		False		3611
13	eine Hundertstelsekunde/eine	les trois quarts de la	False	Sciences_exactes	03	2		False		3612
14	hundertstel Sekunde/eine	population	False	Sciences_exactes	03	2		False		3613
15	100stel(-)Sekunde	un centième de seconde	False	Sciences_exactes	03	2		False		3614
16	zwei Hundertstelsekunden/hundertstel Sekunden	deux centièmes de seconde	False	Sciences_exactes	03	2		False		3615
17			False	Sciences_exactes	03	2		False		3616
0	der Erste von+D	| le premier de [le eilleur)	False	Sciences_exactes	04	0	der Erste	True	Erste	3617
1	die beiden ersten	les deux premiers \(d'un group	False	Sciences_exactes	04	0		False		3618
2	die beiden Ersten	les deux premiers	False	Sciences_exactes	04	0		False		3619
3	die ersten drei	les trois premiers	False	Sciences_exactes	04	0		False		3620
4	die letzten drei	les trois derniers	False	Sciences_exactes	04	0		False		3621
5	der erste Beste/der Erstbeste	le premier venu	False	Sciences_exactes	04	0		False		3622
6	der Allererste, der Allerletzte	le tout premier, le tout dernie	False	Sciences_exactes	04	0	der Allererste	True	Allererste	3623
7	als Einziger ; ein einziger Mann	le seul ; un seul homme	False	Sciences_exactes	04	0		False		3624
8	kein Einziger	pas un	False	Sciences_exactes	04	0		False		3625
9	allein sein	être seul	False	Sciences_exactes	04	0		False		3626
10	in ein oder zwei Tagen	dans un ou deux jours	False	Sciences_exactes	04	0		False		3627
11	die Eins; die Zwei	le un, le deux	False	Sciences_exactes	04	0	"die Eins
die"	True	"Eins
die"	3628
12	Franz der Erste/Franz I.	François ler 	False	Sciences_exactes	04	0		False		3629
13	Wilhelm der Zweite/Wilhelm Il, das Zweite Kaiserreich	Guillaume Il 	False	Sciences_exactes	04	0		False		3630
14	die beiden Hände	le Second Empire	False	Sciences_exactes	04	0		False		3631
15	wir beide ; alle beide	les deux ains	False	Sciences_exactes	04	0		False		3632
16	einer von beiden	nous deux ; tous les deux	False	Sciences_exactes	04	0		False		3633
17	keiner von uns beiden	l'un des deux	False	Sciences_exactes	04	0		False		3634
18	Menschen beiderlei Geschlechts	aucun de nous deux	False	Sciences_exactes	04	0		False		3635
19	ein Paar Schuhe	des personnes des deux	False	Sciences_exactes	04	0		False		3636
20	ein schönes Paar	sexes	False	Sciences_exactes	04	0		False		3637
21	ein paar/einige Kirschen	une paire de chaussures	False	Sciences_exactes	04	0		False		3638
22	Wir haben den Elften. (Datum)	un beau couple	False	Sciences_exactes	04	0		False		3639
23	Wir waren zu zweit.	quelques cerises	False	Sciences_exactes	04	0		False		3640
24	zu zweit, dritt, viert, fünft, sechst	Nous sommes le onze.	False	Sciences_exactes	04	0		False		3641
25	zu siebt, acht, neunt, zehnt	Nous étions deux.	False	Sciences_exactes	04	0		False		3642
26	zu zweien/zweit ; zu dreien/dritt	à deux, trois, quatre, cinq, si	False	Sciences_exactes	04	0		False		3643
27	Stellt euch zu viert/zu vieren auf !	à sept, huit, neuf, dix	False	Sciences_exactes	04	0		False		3644
28	jeden zweiten Tag	deux par deux ; trois par trai	False	Sciences_exactes	04	0		False		3645
29	jeder Dritte	Mettez-vous en rang par	False	Sciences_exactes	04	0		False		3646
30	je einer, je zwei, je drei	quatre.	False	Sciences_exactes	04	0		False		3647
31	eine kinderreiche Familie	tous les deux jours	False	Sciences_exactes	04	0		False		3648
32	zahlreich erscheinen*, ie, ie	un sur trois	False	Sciences_exactes	04	0		False		3649
33	ötre du nombre des invites	un, deux, trois à la ois	False	Sciences_exactes	04	0		False		3650
34	eine unzählige Menge	une amille nombreuse	False	Sciences_exactes	04	0		False		3651
35	der Größe nach ordnen	venir en nombre/nombreux	False	Sciences_exactes	04	0		False		3652
36	das zweitälteste Kind	zu den Gästen zählen	False	Sciences_exactes	04	0		False		3653
37	der drittgrößte Schüler	une oule innombrable	False	Sciences_exactes	04	0		False		3654
38	unter vier Augen	classer par ordre de grandeur	False	Sciences_exactes	04	0		False		3655
39	auf allen vieren gehen, i, a	le secand enfant par rang	False	Sciences_exactes	04	0		False		3656
