	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché
6	das lon, en	l'ion 	False	Sciences_exactes	07	2		False	
7	die Wertigkeit, en/die Valenz, en	la valence	False	Sciences_exactes	07	2	die Wertigkeit	True	Wertigkeit
8	einwertig ; zweiwertig	monovalent ; bivalent	False	Sciences_exactes	07	2		False	
9	die elektrochemische Valenz	l'électrovalence 	False	Sciences_exactes	07	2		False	
10	das Zeichen, -	le symble	False	Sciences_exactes	07	2	das Zeichen	True	Zeichen
11	die Formel, n	la ormule	False	Sciences_exactes	07	2	die Formel	True	Formel
12	die chemische Nomenklatur	la nomenclature chimique	False	Sciences_exactes	07	2		False	
13	der Trivialname, ns, n	le nom trivial	False	Sciences_exactes	07	2	der Trivialname	True	Trivialname
14	das periodische System	la classification périodique	False	Sciences_exactes	07	2		False	
15	die Ordnungszahl, en	le nombre atomique	False	Sciences_exactes	07	2	die Ordnungszahl	True	Ordnungszahl
16	das Mol, e	la le	False	Sciences_exactes	07	2	das Mol	True	Mol
17	die avogadrosche Zahl	le nombre d’Avogadro	False	Sciences_exactes	07	2		False	
18	die Molmasse, n	la asse laire	False	Sciences_exactes	07	2	die Molmasse	True	Molmasse
19	das Element, e	l'élément 	False	Sciences_exactes	07	2	das Element	True	Element
20	der Grundstoff, e	le corps simple	False	Sciences_exactes	07	2	der Grundstoff	True	Grundstoff
21	der Reinstoff	le corps pur	False	Sciences_exactes	07	2	der Reinstoff	True	Reinstoff
22			False	Sciences_exactes	07	2		False	
0	die Base, n/die Lauge, n	la chim	False	Sciences_exactes	08	0	die Base	True	Base
1	basisch	la chimie organique	False	Sciences_exactes	08	0		False	
2	alkalisch ; alkalisieren	les composés du carbone	False	Sciences_exactes	08	0		False	
3	die Alkalität	l'isomérie \( ; les isomères 	False	Sciences_exactes	08	0	die Alkalität	True	Alkalität
4	das Kali	la chaîne carbonée	False	Sciences_exactes	08	0	das Kali	True	Kali
5	das Ätznatron/das Natriumhydroxid	le combustible	False	Sciences_exactes	08	0	"das Ätznatron
das"	True	"Ätznatron
das"
6	der Indikator, en	la combustion	False	Sciences_exactes	08	0	der Indikator	True	Indikator
7	das Reagenz, ien	brûler ; combustible	False	Sciences_exactes	08	0	das Reagenz	True	Reagenz
8	das/der Lackmus	la suie	False	Sciences_exactes	08	0	das Lackmus	True	Lackmus
9	das Bromthymolblau	l’hydrate de carbone	False	Sciences_exactes	08	0	das Bromthymolblau	True	Bromthymolblau
10	das Methylrot	le dérivé	False	Sciences_exactes	08	0	das Methylrot	True	Methylrot
11	die Indikatorpapiere/die Reagenzpapiere npl	olhydrocarbure 	False	Sciences_exactes	08	0		False	
12	blau, rot färben	saturé ; non saturé	False	Sciences_exactes	08	0		False	
13	der pH-Wert, e	l'acide gras	False	Sciences_exactes	08	0		False	
14	die Neutralisation, en ; neutralisieren	l’alcane 	False	Sciences_exactes	08	0	die Neutralisation	True	Neutralisation
15	titrieren	le éthane	False	Sciences_exactes	08	0		False	
16	die Acidimetrie ; die Alkalimetrie	le propane	False	Sciences_exactes	08	0	"die Acidimetrie
die"	True	"Acidimetrie
die"
17	die Präzipitation, en/die Ausfällung, en	le butane	False	Sciences_exactes	08	0	die Präzipitation	True	Präzipitation
18	aus-fällen, präzipitieren	les alcènes 	False	Sciences_exactes	08	0		False	
19	das Präzipitat, e	l'éthylène 	False	Sciences_exactes	08	0	das Präzipitat	True	Präzipitat
20	das Salz, e	les alcynes 	False	Sciences_exactes	08	0	das Salz	True	Salz
21	sich zu Salzen verbinden, a, u	l'alcool 	False	Sciences_exactes	08	0		False	
22	der Alaun, @	l’ester 	False	Sciences_exactes	08	0	der Alaun	True	Alaun
23	das Karbonat, e	l’aldéhyde 	False	Sciences_exactes	08	0	das Karbonat	True	Karbonat
24	das Nitrat, e	les cétones 	False	Sciences_exactes	08	0	das Nitrat	True	Nitrat
25	das Nitrit, e	l’acide aminé	False	Sciences_exactes	08	0	das Nitrit	True	Nitrit
26	das Chlorid, e	la protéine	False	Sciences_exactes	08	0	das Chlorid	True	Chlorid
27	die Oxidation/Oxydation, en	les hydrocarbures 	False	Sciences_exactes	08	0	"die Oxidation
die"	True	"Oxidation
die"
28	das Oxidationsmittel, - ; oxidieren	aromatiques	False	Sciences_exactes	08	0	das Oxidationsmittel	True	Oxidationsmittel
29	die Reduktion, en	le benzène	False	Sciences_exactes	08	0	die Reduktion	True	Reduktion
30	das Reduktionsmittel	la nitration	False	Sciences_exactes	08	0	das Reduktionsmittel	True	Reduktionsmittel
31	die Redoxreaktion/der Redoxvorgang	le nitrobenzène	False	Sciences_exactes	08	0	"die Redoxreaktion
der"	True	"Redoxreaktion
der"
32	die Korrosion, en	l’alcaloïde 	False	Sciences_exactes	08	0	die Korrosion	True	Korrosion
33	die anorganische Chemie	le colorant	False	Sciences_exactes	08	0		False	
34	das Edelgas, e	le laboratoire, le labo	False	Sciences_exactes	08	0	das Edelgas	True	Edelgas
35	das Metall, e ; das Edelmetall	le laboratoire de recherche	False	Sciences_exactes	08	0	das Metall	True	Metall
36	die Alkalimetalle npl	les produits chimiques	False	Sciences_exactes	08	0	die Alkalimetalle	True	Alkalimetalle
37	das Lithium	Palambic 	False	Sciences_exactes	08	0	das Lithium	True	Lithium
38	das Kalium	le ballon	False	Sciences_exactes	08	0	das Kalium	True	Kalium
39	das Natrium	le bec Bunsen	False	Sciences_exactes	08	0	das Natrium	True	Natrium
40	die Erdalkalimetalle np/das Calcium	la burette	False	Sciences_exactes	08	0		False	
41	das Magnesium	la cornue	False	Sciences_exactes	08	0	das Magnesium	True	Magnesium
42	das Radium	le creuset	False	Sciences_exactes	08	0	das Radium	True	Radium
43	die Nichtmetalle np!	le dessicateur	False	Sciences_exactes	08	0	die Nichtmetalle	True	Nichtmetalle
44	das Arsen	la distillation	False	Sciences_exactes	08	0	das Arsen	True	Arsen
45	der Stickstoff	la distillation ractionnée	False	Sciences_exactes	08	0	der Stickstoff	True	Stickstoff
46	das Brom	distiller	False	Sciences_exactes	08	0	das Brom	True	Brom
47	der Kohlenstoff	léprouvette / à pied	False	Sciences_exactes	08	0	der Kohlenstoff	True	Kohlenstoff
48	das Chlor	l’éprouvette graduée	False	Sciences_exactes	08	0	das Chlor	True	Chlor
49	das Fluor	l'expérience 	False	Sciences_exactes	08	0	das Fluor	True	Fluor
50	der Wassersioff	la hotte	False	Sciences_exactes	08	0	der Wassersioff	True	Wassersioff
51	das Jod	le ortier	False	Sciences_exactes	08	0	das Jod	True	Jod
52	der Sauerstoff	le pilon	False	Sciences_exactes	08	0	der Sauerstoff	True	Sauerstoff
53	der Phosphor	la paillasse	False	Sciences_exactes	08	0	der Phosphor	True	Phosphor
54	der Schwefel	la pipeite graduée	False	Sciences_exactes	08	0	der Schwefel	True	Schwefel
55		le procédé	False	Sciences_exactes	08	0		False	
56		le trépied	False	Sciences_exactes	08	0		False	
57		le tube à essai	False	Sciences_exactes	08	0		False	
58			False	Sciences_exactes	08	0		False	
0	e Organique	la base	False	Sciences_exactes	08	1		False	
1	die organische Chemie	basique	False	Sciences_exactes	08	1		False	
2	die Kohlenstoffverbindungen fpı	alcalin ; alcaliniser	False	Sciences_exactes	08	1	die Kohlenstoffverbindungen	True	Kohlenstoffverbindungen
3	die Isomerie ; die Isomeren np/die Kohlenwasserstoffkette,n	l'alcalinité 	False	Sciences_exactes	08	1		False	
4	der Brennstoff, e	la potasse	False	Sciences_exactes	08	1	der Brennstoff	True	Brennstoff
5	die Verbrennung	la soude caustique/ l'hydroxyde de sodium	False	Sciences_exactes	08	1	die Verbrennung	True	Verbrennung
6	brennen, a, a ; brennbar	ol'indicateur de pH	False	Sciences_exactes	08	1		False	
7	der Ruß, e	le réactif	False	Sciences_exactes	08	1	der Ruß	True	Ruß
8	das Kohlenhydrat, e	le tournesol	False	Sciences_exactes	08	1	das Kohlenhydrat	True	Kohlenhydrat
9	das Derivat, &	le bleu de bromathymol	False	Sciences_exactes	08	1	das Derivat	True	Derivat
10	der Kohlenwasserstoff, e	le éthylorange	False	Sciences_exactes	08	1	der Kohlenwasserstoff	True	Kohlenwasserstoff
11	gesättigt ; ungesättigt	les papiers-pH	False	Sciences_exactes	08	1		False	
12	die Feitsäure, n	colorer en bleu, en rouge	False	Sciences_exactes	08	1	die Feitsäure	True	Feitsäure
13	das Alkan, e	le pH	False	Sciences_exactes	08	1	das Alkan	True	Alkan
14	das Methan	la neutralisation ; neutraliser	False	Sciences_exactes	08	1	das Methan	True	Methan
15	das Propan	titrer	False	Sciences_exactes	08	1	das Propan	True	Propan
16	das Butan	l'acidimétrie ; l'alcalimétrie :	False	Sciences_exactes	08	1	das Butan	True	Butan
17	die Alkene npl	la précipitation	False	Sciences_exactes	08	1	die Alkene	True	Alkene
18	das Äthylen	précipiter	False	Sciences_exactes	08	1	das Äthylen	True	Äthylen
19	die Alkine pl	le précipité	False	Sciences_exactes	08	1	die Alkine	True	Alkine
20	der Alkohol, e	le sel	False	Sciences_exactes	08	1	der Alkohol	True	Alkohol
21	der Ester	former des sels en se	False	Sciences_exactes	08	1	der Ester	True	Ester
22	das Aldehyd, e	combinant	False	Sciences_exactes	08	1	das Aldehyd	True	Aldehyd
23	die Ketone npl	lalun 	False	Sciences_exactes	08	1	die Ketone	True	Ketone
24	die Aminosäure, n	le carbonate	False	Sciences_exactes	08	1	die Aminosäure	True	Aminosäure
25	das Protein, e	le nitrate	False	Sciences_exactes	08	1	das Protein	True	Protein
26	die Aromaten npl	le nitrite	False	Sciences_exactes	08	1	die Aromaten	True	Aromaten
27	das Benzol	le sulfate	False	Sciences_exactes	08	1	das Benzol	True	Benzol
28	die Nitrierung	ol'oxydation 	False	Sciences_exactes	08	1	die Nitrierung	True	Nitrierung
29	das Nitrobenzol	l'oxydant ; oxyder	False	Sciences_exactes	08	1	das Nitrobenzol	True	Nitrobenzol
30	das Alkaloid, e	la réduction	False	Sciences_exactes	08	1	das Alkaloid	True	Alkaloid
31	der Farbstoff, e	le réducteur	False	Sciences_exactes	08	1	der Farbstoff	True	Farbstoff
32	das Laboratorium, ien	la réaction	False	Sciences_exactes	08	1	das Laboratorium	True	Laboratorium
33	die Forschungsanstalt, en	d'oxydoréduction / la réaction rédox	False	Sciences_exactes	08	1	die Forschungsanstalt	True	Forschungsanstalt
34	die Chemikalien pl	la corrosion	False	Sciences_exactes	08	1	die Chemikalien	True	Chemikalien
35	der Destillierkolben, -	la chimie inérale	False	Sciences_exactes	08	1	der Destillierkolben	True	Destillierkolben
36	der Kolben, -	le gaz rare	False	Sciences_exactes	08	1	der Kolben	True	Kolben
37	der Bunsenbrenner, -	le étal ; le étal noble	False	Sciences_exactes	08	1	der Bunsenbrenner	True	Bunsenbrenner
38	die Bürette, n	les étaux alcalins	False	Sciences_exactes	08	1	die Bürette	True	Bürette
39	die Retorte, n	le lithium	False	Sciences_exactes	08	1	die Retorte	True	Retorte
40	der Tiegel, -	le potassium	False	Sciences_exactes	08	1	der Tiegel	True	Tiegel
41	der Exsikkator, en	le sodium	False	Sciences_exactes	08	1	der Exsikkator	True	Exsikkator
42	die Destillation, en	les étaux alcalino-terreux	False	Sciences_exactes	08	1	die Destillation	True	Destillation
43	die fraktionierte Destillation	le calcium	False	Sciences_exactes	08	1		False	
44	destillieren	le agnésium	False	Sciences_exactes	08	1		False	
45	der Standzylinder, -	le radium	False	Sciences_exactes	08	1	der Standzylinder	True	Standzylinder
46	der Messzylinder	les non-métaux 	False	Sciences_exactes	08	1	der Messzylinder	True	Messzylinder
47	der Versuch, e	l'arsenic 	False	Sciences_exactes	08	1	der Versuch	True	Versuch
48	"der Abzug, ""e"	l'azote 	False	Sciences_exactes	08	1	der Abzug	True	Abzug
49	der Mörser, -	le brome	False	Sciences_exactes	08	1	der Mörser	True	Mörser
50	das Pistill, e/der Stößel, -	le carbone	False	Sciences_exactes	08	1	das Pistill	True	Pistill
51	der Labortisch, e	le chlore	False	Sciences_exactes	08	1	der Labortisch	True	Labortisch
52	die Messpipette, n	le luor	False	Sciences_exactes	08	1	die Messpipette	True	Messpipette
53	das Verfahren, -	l'hydrogène 	False	Sciences_exactes	08	1	das Verfahren	True	Verfahren
54	"der Dreifuß, ""e"	l'iode 	False	Sciences_exactes	08	1	der Dreifuß	True	Dreifuß
55	"das Reagenzglas, ""er"	l'oxygène 	False	Sciences_exactes	08	1	das Reagenzglas	True	Reagenzglas
56		le phosphore	False	Sciences_exactes	08	1		False	
57		le soufre	False	Sciences_exactes	08	1		False	
58			False	Sciences_exactes	08	1		False	
0	Ich bin 1,80 (ein Meter achtzig), klein; winzig	le esure/fais 1 80.	False	Sciences_exactes	09	0		False	
1	die Breite, n; breit	petit; inuscule	False	Sciences_exactes	09	0	die Breite	True	Breite
2	Wie breit ist der Fluss ?	la largeur ; large	False	Sciences_exactes	09	0		False	
3	Er ist 8 Meter breit.	Quelle est la largeur de la rivière ?	False	Sciences_exactes	09	0		False	
4	eng, schmal	Elle a/fait 8 ètres de large/largeur.	False	Sciences_exactes	09	0		False	
5	die Tiefe, n ;tief	étroit	False	Sciences_exactes	09	0	die Tiefe	True	Tiefe
6	Wie tief ister ?	la profondeur ; profond	False	Sciences_exactes	09	0		False	
7	Er ist 4 Meter tief, die Stärke/Dioke ; stark/dick	Quelle profondeur a-t-elle ?	False	Sciences_exactes	09	0		False	
8	ein Brett von 20 mm Dicke/Stärke	Elle a/fait 4 de profondeur.	False	Sciences_exactes	09	0		False	
9	"der Umfang, ""e"	’épaisseur ; épais	False	Sciences_exactes	09	0	der Umfang	True	Umfang
10	der Durchmesser, -	une planche de 20	False	Sciences_exactes	09	0	der Durchmesser	True	Durchmesser
11	die (Ober)fläche	d'épaisseur	False	Sciences_exactes	09	0	die (Ober)fläche	True	(Ober)fläche
12	die Fläche, der Flächeninhalt	circonférence, le périmètr	False	Sciences_exactes	09	0	die Fläche	True	Fläche
13	die Flächenmaße npl	diamètre	False	Sciences_exactes	09	0	die Flächenmaße	True	Flächenmaße
14	der/das Quadratmeter, -	surface	False	Sciences_exactes	09	0	der Quadratmeter	True	Quadratmeter
15	das Ar, e	superficie, l'aire 	False	Sciences_exactes	09	0	das Ar	True	Ar
16	das Hektar	es esures de surface	False	Sciences_exactes	09	0	das Hektar	True	Hektar
17	der ebene Winkel	le ètre carré	False	Sciences_exactes	09	0		False	
18	der Radiant, en, en	’are 	False	Sciences_exactes	09	0	der Radiant	True	Radiant
19	der räumliche Winkel	hectare 	False	Sciences_exactes	09	0		False	
20	der Steradiant	l'angle plan	False	Sciences_exactes	09	0	der Steradiant	True	Steradiant
21	das Volumen, der Rauminhalt	le radian	False	Sciences_exactes	09	0	das Volumen	True	Volumen
22	den Rauminhalt berechnen	angle solide	False	Sciences_exactes	09	0		False	
23	der Rauminhalt, &	le stéradian	False	Sciences_exactes	09	0	der Rauminhalt	True	Rauminhalt
24	die Tonnage bestimmen	le volume 	False	Sciences_exactes	09	0	die Tonnage	True	Tonnage
25	der/das Kubikmeter	cuber	False	Sciences_exactes	09	0	der Kubikmeter	True	Kubikmeter
26	der/das Raummeter, der Ster, e/s	cubage	False	Sciences_exactes	09	0	der Raummeter	True	Raummeter
27	die Hohlmaße	jauger	False	Sciences_exactes	09	0	die Hohlmaße	True	Hohlmaße
28	das/der Liter, -	ètre cube	False	Sciences_exactes	09	0	das Liter	True	Liter
29	das/der Hektoliter, -	le stère	False	Sciences_exactes	09	0	das Hektoliter	True	Hektoliter
30	das Gefäß, e ; der Behälter, -	les esures de capacité	False	Sciences_exactes	09	0	das Gefäß	True	Gefäß
31	das Fassungsvermögen	le litre	False	Sciences_exactes	09	0	das Fassungsvermögen	True	Fassungsvermögen
32	fassen tr	l’hectolitre	False	Sciences_exactes	09	0		False	
33	enthalten, ie, a, ä, fassen	le récipient	False	Sciences_exactes	09	0		False	
34	voll ;Ieer	la contenance	False	Sciences_exactes	09	0		False	
35	halb voll	avoir une contenance de contenir	False	Sciences_exactes	09	0		False	
36	füllen ; leeren	plein ; vide	False	Sciences_exactes	09	0		False	
37	über-laufen*, ie, au, äu	à oitié plein	False	Sciences_exactes	09	0		False	
38	die Maßeinheit der Masse	remplir ; vider	False	Sciences_exactes	09	0		False	
39	das Gramm, e	déborder	False	Sciences_exactes	09	0	das Gramm	True	Gramm
40	das Kilogramm, e/das Kilo, s	ol’unité de asse	False	Sciences_exactes	09	0	das Kilogramm	True	Kilogramm
41	das Milligramm	le gramme	False	Sciences_exactes	09	0	das Milligramm	True	Milligramm
42	das Pfund, e (Pfd)	le kilogramme, le kilo	False	Sciences_exactes	09	0	das Pfund	True	Pfund
43	der Zentner, - (Zir)	le illigramme	False	Sciences_exactes	09	0	der Zentner	True	Zentner
44	der Doppelzentner (dz)	la livre	False	Sciences_exactes	09	0	der Doppelzentner	True	Doppelzentner
45	die Tonne, n	le demi-quintal	False	Sciences_exactes	09	0	die Tonne	True	Tonne
46	wiegen, 0, 0 ; schwer wiegen, o, 0 itr	le quintal	False	Sciences_exactes	09	0		False	
47	schwer ; leicht	la tonne	False	Sciences_exactes	09	0		False	
48	das Nettogewicht ; das Rohgewicht	peser qc ; peser lourd	False	Sciences_exactes	09	0	"das Nettogewicht
das"	True	"Nettogewicht
das"
49	die Waage, n	lourd : léger	False	Sciences_exactes	09	0	die Waage	True	Waage
50	die Laufgewichtswaage	le poids net ; le poids brut	False	Sciences_exactes	09	0	die Laufgewichtswaage	True	Laufgewichtswaage
51	das Laufgewicht, e	la balance, la bascule	False	Sciences_exactes	09	0	das Laufgewicht	True	Laufgewicht
52	die Balkenwaage, n	la balance romaine	False	Sciences_exactes	09	0	die Balkenwaage	True	Balkenwaage
53	die Waagschale, n	le curseur	False	Sciences_exactes	09	0	die Waagschale	True	Waagschale
54	der Balken, -	la balance à léau	False	Sciences_exactes	09	0	der Balken	True	Balken
55	das Zünglein, -	le plateau 	False	Sciences_exactes	09	0	das Zünglein	True	Zünglein
56		le léau	False	Sciences_exactes	09	0		False	
57		l'aiguille 	False	Sciences_exactes	09	0		False	
58		 	False	Sciences_exactes	09	0		False	
59			False	Sciences_exactes	09	0		False	
0	af mesures	> POIDS ET NW	False	Sciences_exactes	09	1		False	
1	Maße und Gewichte	poids	False	Sciences_exactes	09	1		False	
2	das Maß, e	poids et esures	False	Sciences_exactes	09	1	das Maß	True	Maß
3	die Maßeinheit, en	° la esure, la dimension	False	Sciences_exactes	09	1	die Maßeinheit	True	Maßeinheit
4	die metrische Einheit	Funité de esure	False	Sciences_exactes	09	1		False	
5	das Internationale Einheitensystem	l'unité étrique	False	Sciences_exactes	09	1	das Internationale	True	Internationale
6	die Basiseinheiten	le système international	False	Sciences_exactes	09	1	die Basiseinheiten	True	Basiseinheiten
